global_step,local_step,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,refresh_success,refresh_source,reward,done,truncated
69,69,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10421541333198547,0.014003097079694271,False,False,-0.09445184469223022,-0.10421541333198547,0.013034377247095108,0.011606907472014427,0.014003097079694271,-0.0528419092297554,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
70,70,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0714096799492836,0.009826348163187504,False,False,-0.05150338262319565,-0.0714096799492836,0.0096427071839571,0.009826348163187504,-0.015667149797081947,-0.05249067768454552,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
71,71,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10246452689170837,0.04257640242576599,False,False,-0.10246452689170837,-0.04096494987607002,-0.0019752318039536476,0.04257640242576599,0.012646322138607502,-0.02450798824429512,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
72,72,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08063018321990967,0.0,False,False,-0.08063018321990967,-0.07381869852542877,-0.015121367760002613,-0.023452436551451683,-0.009900597855448723,-0.05235855281352997,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
73,73,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05055881291627884,0.0053231543861329556,False,False,-0.05055881291627884,-0.043027933686971664,-0.024359259754419327,-0.014611152932047844,0.0053231543861329556,-0.04512409493327141,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
74,74,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0689774751663208,0.031906045973300934,False,False,-0.0689774751663208,-0.024144848808646202,-0.049136582762002945,0.031906045973300934,0.025776775553822517,-0.022619087249040604,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
75,75,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03818339854478836,0.10119643062353134,False,False,-0.011081497184932232,-0.017346607521176338,-0.03818339854478836,0.10119643062353134,-0.02025277353823185,-0.033676035702228546,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
76,76,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04543695226311684,0.000665923347696662,False,False,-0.034684110432863235,-0.035029321908950806,-0.04543695226311684,-0.0008428196888417006,-0.009764841757714748,0.000665923347696662,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
77,77,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09255525469779968,0.026335272938013077,False,False,-0.09255525469779968,-0.07665488868951797,-0.07683618366718292,-0.028434207662940025,0.026335272938013077,-0.03627631813287735,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
78,78,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04376225173473358,0.055161312222480774,False,False,-0.040406983345746994,-0.030390091240406036,-0.04281020909547806,0.055161312222480774,0.0023298945743590593,-0.04376225173473358,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
79,79,legacy_list,manual,0.018,0.05,0.018,0.05,-0.1045159175992012,0.003740886226296425,False,False,-0.1045159175992012,-0.027353566139936447,-0.05055798590183258,0.0017285870853811502,0.003740886226296425,-0.007432850077748299,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
80,80,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0734734907746315,0.0,False,False,-0.0734734907746315,-0.03490845486521721,-0.02781798504292965,-0.007064981386065483,-0.020203063264489174,-0.005631942301988602,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
81,81,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13955186307430267,0.06714466214179993,False,False,-0.13955186307430267,-0.0029040707740932703,-0.03566676005721092,0.06714466214179993,0.005866287741810083,-0.00515166437253356,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
82,82,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10905415564775467,0.015408123843371868,False,False,-0.10905415564775467,-0.02708037756383419,-0.027000905945897102,0.006974402349442244,-0.02005167305469513,0.015408123843371868,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
83,83,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0801897719502449,0.0,False,False,-0.0801897719502449,-0.03453592583537102,-0.017739832401275635,-0.01590108312666416,-0.014915922656655312,-0.004822260234504938,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
84,84,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07238156348466873,0.0,False,False,-0.07238156348466873,-0.05421704798936844,-0.008698967285454273,-0.0367552749812603,-0.03909246623516083,-0.019618943333625793,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
85,85,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029708942398428917,0.017328297719359398,False,False,0.006787479389458895,-0.002544787246733904,0.009299980476498604,0.017328297719359398,-0.029708942398428917,0.0018917700508609414,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
86,86,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02025812864303589,0.05486415699124336,False,False,-0.02025812864303589,0.004318025428801775,0.0032451418228447437,-0.012072361074388027,-0.003108399920165539,0.05486415699124336,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
87,87,legacy_list,manual,0.018,0.05,0.018,0.05,-0.019350813701748848,0.07265807688236237,False,False,-0.019350813701748848,0.022398101165890694,-0.005001823417842388,0.004666683729737997,0.012896904721856117,0.07265807688236237,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
88,88,legacy_list,manual,0.018,0.05,0.018,0.05,-0.011250377632677555,0.10590089112520218,False,False,-0.011250377632677555,0.0373903252184391,-0.009761916473507881,0.029095394536852837,0.019521670415997505,0.10590089112520218,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
89,89,legacy_list,manual,0.018,0.05,0.018,0.05,-0.008298291824758053,0.0858682170510292,False,False,-0.008298291824758053,0.020033784210681915,-0.004494355991482735,0.007087874226272106,0.017046788707375526,0.0858682170510292,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
90,90,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03228175267577171,0.20036320388317108,False,False,-0.023909742012619972,0.03977782279253006,-0.004143350757658482,-0.03228175267577171,0.052489083260297775,0.20036320388317108,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
91,91,legacy_list,manual,0.018,0.05,0.018,0.05,-0.035734642297029495,0.1010119840502739,False,False,-0.035734642297029495,0.013354752212762833,0.03533065319061279,-0.006654428783804178,0.04448803514242172,0.1010119840502739,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
92,92,legacy_list,manual,0.018,0.05,0.018,0.05,-0.044377315789461136,0.07320526987314224,False,False,-0.044377315789461136,0.05675355717539787,0.07320526987314224,0.023421164602041245,0.00731477839872241,0.05215788632631302,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
93,93,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04985702037811279,0.09672261029481888,False,False,0.002898276085034013,0.05464918166399002,0.09672261029481888,0.025737637653946877,-0.04985702037811279,0.052045587450265884,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
94,94,legacy_list,manual,0.018,0.05,0.018,0.05,-0.12261434644460678,0.17993153631687164,False,False,0.04384667053818703,0.061008669435977936,0.17993153631687164,-0.0019274691585451365,-0.12261434644460678,0.05557233840227127,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
95,95,legacy_list,manual,0.018,0.05,0.018,0.05,-0.046782199293375015,0.12608782947063446,False,False,-0.046782199293375015,0.05817413702607155,0.12608782947063446,-0.019566327333450317,-0.040423598140478134,0.06105358526110649,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
96,96,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03629288449883461,0.10367649048566818,False,False,-0.016495585441589355,0.021030506119132042,0.10367649048566818,-0.016821954399347305,-0.03629288449883461,0.016238708049058914,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
97,97,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04182475060224533,0.15387436747550964,False,False,-0.040065914392471313,0.011235476471483707,0.15387436747550964,0.008454155176877975,-0.04182475060224533,0.01937072165310383,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
98,98,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07104873657226562,0.1092238575220108,False,False,-0.07104873657226562,0.05595220625400543,0.1092238575220108,0.06294959783554077,-0.01616685464978218,0.02441098727285862,0.0,hold(0),79.51110076904297,79.51110076904297,0.0,open,open,80.0,80.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
99,99,legacy_list,manual,0.018,0.05,0.018,0.05,-1.0,0.12286008149385452,False,False,-0.04274895042181015,-0.020873216912150383,0.12286008149385452,-0.032819028943777084,-0.018743088468909264,0.020173855125904083,-1.0,close(-1),79.51110076904297,66.4963150024414,-13.014785766601562,open,middle/unclear,80.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
100,100,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04111313447356224,0.06657425314188004,False,False,-0.04111313447356224,0.023070309311151505,0.06657425314188004,-0.0037360824644565582,-0.002873137127608061,0.023008007556200027,0.0,hold(0),66.4963150024414,32.41161346435547,-34.08470153808594,middle/unclear,middle/unclear,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
101,101,legacy_list,manual,0.018,0.05,0.018,0.05,-0.022808711975812912,0.07531295716762543,False,False,-0.022808711975812912,0.011117922142148018,0.07531295716762543,-0.017864935100078583,-0.0037490378599613905,0.01975116692483425,0.0,hold(0),32.41161346435547,17.88078498840332,-14.530828475952148,middle/unclear,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
102,102,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06905718892812729,0.05229148641228676,False,False,-0.02591560408473015,0.0029073823243379593,0.05229148641228676,-0.06905718892812729,0.007922420278191566,0.021601349115371704,0.0,hold(0),17.88078498840332,17.917709350585938,0.03692436218261719,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
103,103,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05755829066038132,0.05080385506153107,False,False,-0.0396105982363224,0.008672475814819336,0.05080385506153107,-0.05755829066038132,0.022060230374336243,0.022752702236175537,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
104,104,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03523492068052292,0.04106287658214569,False,False,-0.027962030842900276,-0.007857879623770714,0.03641843795776367,-0.03523492068052292,0.04106287658214569,-4.548667493509129e-05,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
105,105,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029772521927952766,0.05295565724372864,False,False,-0.029772521927952766,0.022101733833551407,0.051620107144117355,-0.012543819844722748,0.05295565724372864,0.0021187046077102423,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
106,106,legacy_list,manual,0.018,0.05,0.018,0.05,-0.022770630195736885,0.040485627949237823,False,False,-0.022770630195736885,0.03984736278653145,0.040485627949237823,0.039256900548934937,0.03846415504813194,0.006000890862196684,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
107,107,legacy_list,manual,0.018,0.05,0.018,0.05,-0.016821755096316338,0.07210010290145874,False,False,-0.016821755096316338,0.024893218651413918,0.07210010290145874,-0.006222998257726431,0.028425173833966255,0.033726949244737625,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
108,108,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0008315937593579292,0.10051579028367996,False,False,0.004128449596464634,0.01271565817296505,0.10051579028367996,0.011479971930384636,-0.0008315937593579292,0.028832461684942245,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
109,109,legacy_list,manual,0.018,0.05,0.018,0.05,-0.005739430896937847,0.061119597405195236,False,False,-0.005739430896937847,0.02828737162053585,0.061119597405195236,-0.0005303270881995559,-0.0023514123167842627,0.021049750968813896,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
110,110,legacy_list,manual,0.018,0.05,0.018,0.05,-0.018047098070383072,0.10626018792390823,False,False,-0.007932385429739952,0.025820402428507805,0.10626018792390823,-0.01699971966445446,-0.018047098070383072,0.03741993382573128,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
111,111,legacy_list,manual,0.018,0.05,0.018,0.05,-0.054313816130161285,0.15575852990150452,False,False,0.003499289508908987,0.035228002816438675,0.15575852990150452,0.02605912648141384,-0.054313816130161285,0.043419402092695236,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
112,112,legacy_list,manual,0.018,0.05,0.018,0.05,-0.023948851972818375,0.0958525538444519,False,False,-0.021268097683787346,0.04139377176761627,0.0958525538444519,0.011507376097142696,-0.023948851972818375,0.032561272382736206,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
113,113,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04037114232778549,0.1363265961408615,False,False,-0.02849433198571205,0.007270111236721277,0.1363265961408615,-0.0026862944941967726,-0.04037114232778549,0.015181527473032475,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
114,114,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03384994715452194,0.1252094954252243,False,False,-0.032625265419483185,-0.005690588150173426,0.1252094954252243,0.015376558527350426,-0.03384994715452194,0.005998477339744568,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
115,115,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02680801786482334,0.09117937833070755,False,False,-0.02680801786482334,0.02786848321557045,0.09117937833070755,0.027529694139957428,-0.013344910927116871,0.0034943348728120327,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
116,116,legacy_list,manual,0.018,0.05,0.018,0.05,-0.060930851846933365,0.1208997517824173,False,False,-0.060930851846933365,-0.006713801063597202,0.1208997517824173,-0.02630639262497425,-0.03369602933526039,0.0125387879088521,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
117,117,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05565040558576584,0.144600048661232,False,False,-0.029699672013521194,-0.03148781135678291,0.144600048661232,-0.012034212239086628,-0.05565040558576584,-0.02412114292383194,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
118,118,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05934849753975868,0.11719681322574615,False,False,-0.017324255779385567,0.01649392955005169,0.11719681322574615,0.010813107714056969,-0.05934849753975868,-0.006093294359743595,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
119,119,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07114973664283752,0.13198041915893555,False,False,-0.07114973664283752,0.02262161858379841,0.13198041915893555,-0.0006976571748964489,-0.05417703092098236,0.024244701489806175,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
120,120,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07495946437120438,0.1414567232131958,False,False,-0.07495946437120438,0.0193864107131958,0.1414567232131958,-0.008795395493507385,-0.04534708708524704,0.0010838673915714025,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
121,121,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10356390476226807,0.1099548488855362,False,False,-0.10356390476226807,-0.018134713172912598,0.1099548488855362,-0.09495896100997925,0.020476926118135452,0.001024241908453405,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
122,122,legacy_list,manual,0.018,0.05,0.018,0.05,-0.1071624830365181,0.10805908590555191,False,False,-0.04120999202132225,-0.04150139167904854,0.10805908590555191,-0.1071624830365181,0.012764759361743927,-0.00011915756476810202,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
123,123,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10099593549966812,0.14132428169250488,False,False,-0.10099593549966812,0.024447839707136154,0.14132428169250488,-0.021185483783483505,0.06899908185005188,0.0022401076275855303,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
124,124,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08638948202133179,0.18904441595077515,False,False,-0.08638948202133179,0.019056931138038635,0.18904441595077515,0.021323364228010178,0.0314059816300869,0.013389409519731998,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
125,125,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03519192337989807,0.17329968512058258,False,False,-0.02953658625483513,0.06453362107276917,0.17329968512058258,0.054936543107032776,-0.03519192337989807,0.03417961671948433,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
126,126,legacy_list,manual,0.018,0.05,0.018,0.05,-0.11716534942388535,0.23052924871444702,False,False,-0.11716534942388535,0.013618006370961666,0.23052924871444702,-0.04125356674194336,0.009617423638701439,0.08737557381391525,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
127,127,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09962420165538788,0.19371676445007324,False,False,-0.09962420165538788,-0.003109375713393092,0.19371676445007324,-0.07594843953847885,0.028037000447511673,0.04887879639863968,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
128,128,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10673268884420395,0.14534427225589752,False,False,-0.09860429912805557,-0.02382861264050007,0.14534427225589752,-0.10673268884420395,0.047282807528972626,0.0021830762270838022,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
129,129,legacy_list,manual,0.018,0.05,0.018,0.05,-0.11356355249881744,0.2233518660068512,False,False,-0.07695788145065308,-0.01109639834612608,0.2233518660068512,-0.11356355249881744,0.0018680962966755033,0.02034524269402027,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
130,130,legacy_list,manual,0.018,0.05,0.018,0.05,-0.15168306231498718,0.27784210443496704,False,False,-0.15168306231498718,0.021396413445472717,0.27784210443496704,-0.07863237708806992,-0.007510040421038866,0.053399939090013504,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
131,131,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13229583203792572,0.2671513259410858,False,False,-0.13229583203792572,0.07725424319505692,0.2671513259410858,-0.013766247779130936,-0.02992413379251957,0.08434147387742996,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
132,132,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09510868787765503,0.18805928528308868,False,False,-0.09110404551029205,-0.025558803230524063,0.18805928528308868,-0.09510868787765503,-0.014105262234807014,0.018705325201153755,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
133,133,legacy_list,manual,0.018,0.05,0.018,0.05,-0.15510618686676025,0.18802782893180847,False,False,-0.15510618686676025,0.01129673607647419,0.18802782893180847,-0.10741317272186279,0.06044294312596321,0.013965158723294735,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
134,134,legacy_list,manual,0.018,0.05,0.018,0.05,-0.15022991597652435,0.17753906548023224,False,False,-0.12279302626848221,-0.007980399765074253,0.17753906548023224,-0.15022991597652435,0.05980551242828369,0.014494740404188633,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
135,135,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13437619805335999,0.20316575467586517,False,False,-0.13437619805335999,0.03236532211303711,0.20316575467586517,-0.07463357597589493,0.05510535463690758,0.024816496297717094,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
136,136,legacy_list,manual,0.018,0.05,0.018,0.05,-0.14399820566177368,0.12511180341243744,False,False,-0.14399820566177368,0.02866486832499504,0.12511180341243744,-0.00020158992265351117,0.11303310841321945,0.030270470306277275,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
137,137,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10515418648719788,0.17532210052013397,False,False,-0.10515418648719788,0.04342695325613022,0.17532210052013397,0.08091684430837631,0.11806774139404297,0.01938168704509735,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
138,138,legacy_list,manual,0.018,0.05,0.018,0.05,-0.16587227582931519,0.18652115762233734,False,False,-0.16587227582931519,0.0885956883430481,0.18652115762233734,0.1510295271873474,0.1605731099843979,0.018126709386706352,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
139,139,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10971063375473022,0.17332369089126587,False,False,-0.10971063375473022,-0.022515656426548958,0.17332369089126587,-0.046955984085798264,0.08636622875928879,0.020681919530034065,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
140,140,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06089773774147034,0.15461032092571259,False,False,-0.06089773774147034,-0.000548031646758318,0.15461032092571259,-0.05515466257929802,0.012109968811273575,0.03033297508955002,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
141,141,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08290509879589081,0.19830839335918427,False,False,-0.08290509879589081,0.02629227191209793,0.19830839335918427,-0.03663714602589607,-0.006214152090251446,0.06301181018352509,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
142,142,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08584228157997131,0.2195388227701187,False,False,-0.08584228157997131,0.04756947606801987,0.2195388227701187,-0.019901247695088387,-0.03546902909874916,0.08788899332284927,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
