global_step,local_step,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,refresh_success,refresh_source,reward,done,truncated
217,217,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03767785802483559,0.18232813477516174,False,False,-0.0028734407387673855,0.18232813477516174,-0.009719696827232838,-0.03767785802483559,0.009085976518690586,0.0032350849360227585,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
218,218,legacy_list,manual,0.018,0.05,0.018,0.05,-0.026060117408633232,0.1516350507736206,False,False,-0.004696349613368511,0.1516350507736206,-0.012334850616753101,-0.026060117408633232,0.006247277371585369,0.017537975683808327,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
219,219,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05401228368282318,0.17667894065380096,False,False,0.02127554826438427,0.17667894065380096,-0.006259315647184849,-0.05401228368282318,-0.01182409469038248,0.008687160909175873,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
220,220,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0563090518116951,0.1916239708662033,False,False,0.03521972522139549,0.1916239708662033,0.00018709235882852226,-0.0563090518116951,-0.01901988685131073,-0.005302948411554098,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
221,221,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03773873299360275,0.1440396010875702,False,False,0.009169181808829308,0.1440396010875702,0.0006258487701416016,-0.03773873299360275,-0.009082059375941753,-0.004999031778424978,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
222,222,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05734201893210411,0.19634267687797546,False,False,0.020693574100732803,0.19634267687797546,-0.008018480613827705,-0.05734201893210411,-0.017417501658201218,-0.04084254428744316,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
223,223,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05651227757334709,0.18957340717315674,False,False,0.028630098327994347,0.18957340717315674,0.006784168072044849,-0.04172193259000778,-0.035076893866062164,-0.05651227757334709,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
224,224,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08897946029901505,0.22714337706565857,False,False,0.03374699130654335,0.22714337706565857,-0.003831254318356514,-0.04461761191487312,-0.026391437277197838,-0.08897946029901505,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
225,225,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0558621883392334,0.17775927484035492,False,False,0.026678046211600304,0.17775927484035492,-0.001873407163657248,-0.023366397246718407,-0.016309991478919983,-0.0558621883392334,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
226,226,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06326669454574585,0.2586759030818939,False,False,0.04901488870382309,0.2586759030818939,0.0060854689218103886,-0.0036419068928807974,-0.028394097462296486,-0.06326669454574585,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
227,227,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04575241357088089,0.22312916815280914,False,False,0.02168119139969349,0.22312916815280914,0.010619561187922955,0.010391349904239178,-0.0011912930058315396,-0.04575241357088089,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
228,228,legacy_list,manual,0.018,0.05,0.018,0.05,-0.026722460985183716,0.30590513348579407,False,False,0.019468367099761963,0.30590513348579407,-0.009736253879964352,0.0295310840010643,0.018321823328733444,-0.026722460985183716,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
229,229,legacy_list,manual,0.018,0.05,0.018,0.05,-0.058356594294309616,0.321763277053833,False,False,0.010227992199361324,0.321763277053833,0.012164315208792686,0.05738115683197975,0.021279800683259964,-0.058356594294309616,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
230,230,legacy_list,manual,0.018,0.05,0.018,0.05,-0.018193548545241356,0.18904690444469452,False,False,-0.011917618103325367,0.18904690444469452,-0.0021457672119140625,0.014429116621613503,0.030104242265224457,-0.018193548545241356,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
231,231,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05247792601585388,0.1659434735774994,False,False,0.011593104340136051,0.1659434735774994,-0.04158914089202881,-0.05247792601585388,0.00606166897341609,-0.04906296730041504,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
232,232,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029285866767168045,0.20071782171726227,False,False,0.00945809856057167,0.20071782171726227,-0.007963842712342739,0.007874022237956524,-0.012968969531357288,-0.029285866767168045,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
233,233,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04126947373151779,0.08303506672382355,False,False,-0.020960139110684395,0.08303506672382355,-0.022728411480784416,-0.0318400114774704,0.0065863789059221745,-0.04126947373151779,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
234,234,legacy_list,manual,0.018,0.05,0.018,0.05,-0.037762027233839035,0.1603580266237259,False,False,-0.037762027233839035,0.1603580266237259,-0.01845094934105873,-0.004928283859044313,0.0009681657538749278,-0.011120750568807125,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
235,235,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0378853976726532,0.11691948026418686,False,False,-0.019955966621637344,0.11691948026418686,-0.017316805198788643,-0.016628475859761238,-0.007287085056304932,-0.0378853976726532,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
236,236,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02744481712579727,0.1482400745153427,False,False,0.006891787517815828,0.1482400745153427,-0.0028477776795625687,0.01714097335934639,-0.01980944350361824,-0.02744481712579727,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
237,237,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02753155305981636,0.0786210149526596,False,False,-0.02753155305981636,0.0786210149526596,-0.011638634838163853,-0.001462914515286684,0.019687870517373085,-0.01970500499010086,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
238,238,legacy_list,manual,0.018,0.05,0.018,0.05,-0.014820680022239685,0.1004793643951416,False,False,0.017022093757987022,0.1004793643951416,-0.002871785080060363,0.000456411624327302,-0.014820680022239685,0.00021319391089491546,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
239,239,legacy_list,manual,0.018,0.05,0.018,0.05,-0.007606851402670145,0.09953437745571136,False,False,0.014910267665982246,0.09953437745571136,-0.0017773774452507496,0.01038119662553072,0.0088615408167243,-0.007606851402670145,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
240,240,legacy_list,manual,0.018,0.05,0.018,0.05,-0.012354718521237373,0.07367300242185593,False,False,-0.012354718521237373,0.07367300242185593,0.005992750637233257,0.016121244058012962,0.0281318761408329,0.022952621802687645,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
241,241,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.08877367526292801,False,False,0.003862712299451232,0.08877367526292801,0.0034521024208515882,0.01983015052974224,0.022344395518302917,0.025422124192118645,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
242,242,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.08869212865829468,False,False,0.028256742283701897,0.08869212865829468,0.008950631134212017,0.00017881073290482163,0.013291637413203716,0.03805148974061012,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
243,243,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02806030958890915,0.09353335201740265,False,False,0.019047824665904045,0.09353335201740265,-0.01830442249774933,-0.02806030958890915,0.04121100902557373,0.03582040220499039,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
244,244,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07349034398794174,0.06661569327116013,False,False,0.027325419709086418,0.057139746844768524,-0.014840729534626007,-0.07349034398794174,0.041729360818862915,0.06661569327116013,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
245,245,legacy_list,manual,0.018,0.05,0.018,0.05,-0.021949907764792442,0.03567561134696007,False,False,0.016242265701293945,0.03536045551300049,-0.0014619695721194148,-0.021949907764792442,0.013265558518469334,0.03567561134696007,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
246,246,legacy_list,manual,0.018,0.05,0.018,0.05,-0.022496014833450317,0.041574299335479736,False,False,0.03695322573184967,0.012225575745105743,0.02010497823357582,-0.022496014833450317,-0.014736312441527843,0.041574299335479736,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
247,247,legacy_list,manual,0.018,0.05,0.018,0.05,-0.006221236661076546,0.011683338321745396,False,False,0.009904305450618267,0.011683338321745396,0.007427401375025511,0.009310063906013966,-0.006221236661076546,-0.003708639182150364,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
248,248,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0018924475880339742,0.004217616282403469,False,False,-0.0018924475880339742,-0.00012914340186398476,-8.692344272276387e-05,-0.00026457782951183617,0.004217616282403469,-0.0004995191120542586,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
249,249,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
250,250,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
251,251,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
252,252,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
253,253,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.932477951049805,0.014768600463867188,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
254,254,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.932477951049805,17.917709350585938,-0.014768600463867188,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
255,255,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
256,256,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
257,257,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
258,258,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
259,259,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
260,260,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
261,261,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
262,262,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
263,263,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
264,264,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
265,265,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
266,266,legacy_list,manual,0.018,0.05,0.018,0.05,-0.007359518203884363,0.0029603641014546156,False,False,0.0029603641014546156,-0.003939701709896326,-0.007359518203884363,-0.002312869532033801,-0.005101643968373537,-0.005334560293704271,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
267,267,legacy_list,manual,0.018,0.05,0.018,0.05,-0.053292371332645416,0.0,False,False,-0.010223024524748325,-0.013736801221966743,-0.02953658625483513,-0.002998601645231247,-0.0012171361595392227,-0.053292371332645416,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
268,268,legacy_list,manual,0.018,0.05,0.018,0.05,-0.1033223420381546,0.0559488944709301,False,False,0.0559488944709301,-0.02674841322004795,0.0022277235984802246,0.019802432507276535,-0.010271010920405388,-0.1033223420381546,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
269,269,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05852876976132393,0.08647558093070984,False,False,0.08647558093070984,-0.018429839983582497,0.022090144455432892,0.03401048481464386,0.0012629803968593478,-0.05852876976132393,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
270,270,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02348754182457924,0.051915884017944336,False,False,0.04813572019338608,-0.02348754182457924,-0.0006051527452655137,0.011222492903470993,0.051915884017944336,-0.011306681670248508,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
271,271,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02222674898803234,0.14833444356918335,False,False,0.14833444356918335,0.023842686787247658,0.04033992812037468,0.060229767113924026,0.03813821077346802,-0.02222674898803234,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
272,272,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03492526337504387,0.12987521290779114,False,False,0.12987521290779114,0.023594748228788376,0.025097696110606194,0.03417792171239853,0.013674890622496605,-0.03492526337504387,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
273,273,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0027980059385299683,0.14666467905044556,False,False,0.14666467905044556,0.07323051989078522,0.003916522022336721,0.024549968540668488,0.04147648811340332,-0.0027980059385299683,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
274,274,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08192308992147446,0.11622078716754913,False,False,0.11622078716754913,0.004227377008646727,-0.061837337911129,-0.08192308992147446,0.04287605732679367,-0.07522096484899521,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
275,275,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06883235275745392,0.0912042185664177,False,False,0.0912042185664177,0.012099329382181168,-0.044865742325782776,-0.0657581239938736,-0.0002904182474594563,-0.06883235275745392,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
276,276,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10653316974639893,0.21055258810520172,False,False,0.21055258810520172,0.08693379163742065,-0.024626653641462326,-0.06627433001995087,-0.08760051429271698,-0.10653316974639893,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
277,277,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08588235825300217,0.15113835036754608,False,False,0.15113835036754608,0.06279018521308899,-0.0027310517616569996,-0.03526131808757782,-0.08588235825300217,-0.07538331300020218,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
278,278,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07595592737197876,0.11004425585269928,False,False,0.11004425585269928,0.05749696120619774,0.04827728122472763,0.02960365265607834,-0.07595592737197876,0.0038603609427809715,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
279,279,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04163021594285965,0.09179694950580597,False,False,0.09179694950580597,0.0028274955693632364,0.013648636639118195,0.01508856751024723,-0.04163021594285965,-0.000564983522053808,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
280,280,legacy_list,manual,0.018,0.05,0.018,0.05,-0.023322153836488724,0.0424509271979332,False,False,0.0424509271979332,0.01820301078259945,-0.012441642582416534,0.039399001747369766,-0.023322153836488724,0.012320545502007008,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
281,281,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08293815702199936,0.1167464628815651,False,False,0.1167464628815651,0.02415064349770546,-0.008145968429744244,0.03576274588704109,-0.08293815702199936,0.0039968122728168964,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
282,282,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03903825208544731,0.06515532732009888,False,False,0.06515532732009888,0.020256059244275093,-0.017214981839060783,0.011808177456259727,-0.03903825208544731,0.029091982170939445,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
283,283,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0761735662817955,0.10974705964326859,False,False,0.10974705964326859,0.06714339554309845,-0.021518105641007423,0.04698622599244118,-0.0761735662817955,-0.009146319702267647,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
284,284,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03628832846879959,0.13173289597034454,False,False,0.13173289597034454,0.03140750899910927,-0.02801170013844967,0.021464388817548752,-0.03628832846879959,-0.006261935457587242,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
285,285,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04029273986816406,0.08182559162378311,False,False,0.08182559162378311,0.023997493088245392,-0.04029273986816406,0.0037382536102086306,-0.021709462627768517,0.014889613725244999,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
286,286,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03409634158015251,0.08401937037706375,False,False,0.08401937037706375,0.0711393877863884,-0.03409634158015251,0.034635528922080994,-0.0036344588734209538,0.0356905460357666,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
287,287,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06874485313892365,0.1104242354631424,False,False,0.1104242354631424,0.03636918216943741,-0.06874485313892365,-0.04431024193763733,-0.00020822366059292108,0.017319614067673683,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
288,288,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04599243775010109,0.08180654793977737,False,False,0.06839632987976074,0.08180654793977737,-0.04599243775010109,-0.019686616957187653,-0.001651971135288477,0.02789071574807167,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
289,289,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03242575749754906,0.11821795254945755,False,False,0.06963396072387695,0.11821795254945755,-0.03242575749754906,-0.013617688789963722,-0.0031618112698197365,0.029762553051114082,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
290,290,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08718285709619522,0.1383531540632248,False,False,0.1383531540632248,0.07503148913383484,0.031124386936426163,-0.01099728886038065,-0.08718285709619522,0.013654743321239948,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
291,291,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03813923895359039,0.08276601880788803,False,False,0.06674396246671677,0.08276601880788803,0.027237668633461,0.0086084408685565,-0.03813923895359039,0.02788514643907547,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
292,292,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02903752774000168,0.033924978226423264,False,False,0.033924978226423264,0.027410272508859634,0.008910894393920898,-0.02903752774000168,-0.02616826444864273,0.02340075746178627,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
293,293,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.06307413429021835,False,False,0.027927260845899582,0.06307413429021835,0.01730024814605713,0.00377877289429307,0.0013617391232401133,0.00694686034694314,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
