episode_local_step,global_step,had_intervene_action,action_source,reward,done,mask,grasp_penalty,a0,a1,a2,a3,a4,a5,a6,gripper_label,pos_dx_mm,pos_dy_mm,pos_dz_mm,rot_droll_deg,rot_dpitch_deg,rot_dyaw_deg,policy_a6,stored_before_a6,raw_intervene_a6,obs_gripper_feedback,next_obs_gripper_feedback,env_raw_action6,env_mapped_hw,env_feedback_before,env_feedback_after,env_mem_before,env_mem_after,env_map_reason,critic_q_mean,critic_q_min,critic_q_max,critic_qs,grasp_q_selected,grasp_qs
0,21740,False,policy,0.0,False,1.0,0.0,0.03951072320342064,0.2918342649936676,0.22148436307907104,-0.16992032527923584,0.24278192222118378,-0.2576119303703308,0.0,hold(0),0.7902144640684129,5.836685299873352,4.429687261581421,-0.389428699679613,0.5564151794138898,-0.5904030544975196,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8125720024108887,0.8074554204940796,0.8176885843276978,"[0.8074554204940796, 0.8176885843276978]",-0.028974764049053192,"[-0.04491955041885376, -0.028974764049053192, -0.052726972848176956]"
1,21741,False,policy,0.0,False,1.0,0.0,0.12867547571659088,0.2663494348526001,0.13310594856739044,-0.11153880506753922,0.27985984086990356,-0.29200467467308044,0.0,hold(0),2.573509514331818,5.326988697052003,2.662118971347809,-0.25562811129209584,0.641391509481932,-0.669225418274326,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8167896270751953,0.813582181930542,0.8199971318244934,"[0.813582181930542, 0.8199971318244934]",-0.03138080611824989,"[-0.04575774818658829, -0.03138080611824989, -0.05420975387096405]"
2,21742,False,policy,0.0,False,1.0,0.0,0.12509754300117493,0.17507460713386536,0.2584483027458191,-0.21181586384773254,0.28943130373954773,-0.17268137633800507,0.0,hold(0),2.501950860023499,3.501492142677307,5.168966054916382,-0.48544620129571,0.6633276865298033,-0.39575656258711717,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8178175687789917,0.8138848543167114,0.821750283241272,"[0.8138848543167114, 0.821750283241272]",-0.032812587916851044,"[-0.04838012903928757, -0.032812587916851044, -0.05494944751262665]"
3,21743,False,policy,0.0,False,1.0,0.0,0.055373482406139374,0.22626711428165436,0.2694295048713684,-0.13900139927864075,0.2341785579919815,-0.1549660861492157,0.0,hold(0),1.1074696481227875,4.525342285633087,5.388590097427369,-0.3185677410031568,0.5366977210160054,-0.3551561081604313,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8221817016601562,0.817477822303772,0.8268856406211853,"[0.817477822303772, 0.8268856406211853]",-0.0335722342133522,"[-0.047682784497737885, -0.0335722342133522, -0.05570749565958977]"
4,21744,False,policy,0.0,False,1.0,0.0,0.05973774567246437,0.29601866006851196,0.19830730557441711,-0.10688775032758713,0.2440430372953415,-0.29640671610832214,0.0,hold(0),1.1947549134492874,5.920373201370239,3.9661461114883423,-0.244968679016753,0.5593054422630725,-0.6793141540935684,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8171223402023315,0.8127004504203796,0.8215442895889282,"[0.8127004504203796, 0.8215442895889282]",-0.03222696855664253,"[-0.04691534489393234, -0.03222696855664253, -0.054064106196165085]"
5,21745,False,policy,0.0,False,1.0,0.0,0.14059744775295258,0.25336629152297974,0.19105979800224304,-0.04887021332979202,0.294221967458725,-0.2484923005104065,0.0,hold(0),2.8119489550590515,5.067325830459595,3.821195960044861,-0.11200227870804243,0.6743070790168155,-0.5695024024297138,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.824626624584198,0.8242379426956177,0.8250153064727783,"[0.8242379426956177, 0.8250153064727783]",-0.033238064497709274,"[-0.0460706427693367, -0.033238064497709274, -0.05507499352097511]"
6,21746,False,policy,0.0,False,1.0,0.0,0.14027507603168488,0.2592790424823761,0.2213575392961502,-0.27366095781326294,0.24139057099819183,-0.26403170824050903,0.0,hold(0),2.8055015206336975,5.185580849647522,4.427150785923004,-0.6271847160083055,0.5532264372979778,-0.6051161015924275,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8154568672180176,0.8149573802947998,0.8159562945365906,"[0.8149573802947998, 0.8159562945365906]",-0.030123965814709663,"[-0.04166935384273529, -0.030123965814709663, -0.053251489996910095]"
7,21747,False,policy,0.0,False,1.0,0.0,0.14432089030742645,0.22352464497089386,0.1775561422109604,-0.19217173755168915,0.18687377870082855,-0.28577637672424316,0.0,hold(0),2.886417806148529,4.470492899417877,3.5511228442192078,-0.44042518013630017,0.42828315284876844,-0.6549512108335914,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8145619630813599,0.8121263980865479,0.8169975280761719,"[0.8121263980865479, 0.8169975280761719]",-0.02859073504805565,"[-0.04116543382406235, -0.02859073504805565, -0.05220581218600273]"
8,21748,False,policy,0.0,False,1.0,0.0,0.1365431249141693,0.2785940170288086,0.2195242941379547,-0.24609039723873138,0.25425058603286743,-0.17763108015060425,0.0,hold(0),2.7308624982833867,5.571880340576172,4.390485882759094,-0.5639976456190878,0.5826994207364455,-0.407100448119187,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8194887042045593,0.8174303770065308,0.8215470314025879,"[0.8215470314025879, 0.8174303770065308]",-0.02802739478647709,"[-0.03916556388139725, -0.02802739478647709, -0.0506681427359581]"
9,21749,False,policy,0.0,False,1.0,0.0,0.08847654610872269,0.26656070351600647,0.28584739565849304,-0.14035409688949585,0.2788262665271759,-0.21535979211330414,0.0,hold(0),1.7695309221744537,5.33121407032013,5.716947913169861,-0.321667895565534,0.63902273157588,-0.49356828659628477,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8018535375595093,0.7990710735321045,0.8046360611915588,"[0.7990710735321045, 0.8046360611915588]",-0.022769050672650337,"[-0.03561295568943024, -0.022769050672650337, -0.048213984817266464]"
10,21750,False,policy,0.0,False,1.0,0.0,0.08829136937856674,0.19276751577854156,0.1599014848470688,-0.20684710144996643,0.2940363883972168,-0.2632163465023041,0.0,hold(0),1.7658273875713348,3.8553503155708313,3.1980296969413757,-0.47405863670389786,0.6738817631371988,-0.6032474301374037,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8050936460494995,0.8039900660514832,0.8061972856521606,"[0.8061972856521606, 0.8039900660514832]",-0.02392968349158764,"[-0.03742530196905136, -0.02392968349158764, -0.049398407340049744]"
11,21751,False,policy,0.0,False,1.0,0.0,0.06428342312574387,0.18226489424705505,0.16300560534000397,-0.2532615661621094,0.25561004877090454,-0.16123002767562866,0.0,hold(0),1.2856684625148773,3.6452978849411015,3.2601121068000793,-0.5804327541584852,0.5858150798282387,-0.3695120046636392,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8016152381896973,0.8012619018554688,0.8019685745239258,"[0.8019685745239258, 0.8012619018554688]",-0.024850893765687943,"[-0.03918543457984924, -0.024850893765687943, -0.05062536522746086]"
12,21752,False,policy,0.0,False,1.0,0.0,-0.0182849932461977,0.25399646162986755,0.12808740139007568,-0.0646439865231514,0.20601825416088104,-0.29146072268486023,0.0,hold(0),-0.365699864923954,5.079929232597351,2.5617480278015137,-0.14815310394708592,0.4721590586428798,-0.6679787721470153,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8003840446472168,0.7991824746131897,0.8015855550765991,"[0.8015855550765991, 0.7991824746131897]",-0.024472935125231743,"[-0.0366860032081604, -0.024472935125231743, -0.049943797290325165]"
13,21753,False,policy,0.0,False,1.0,0.0,0.12833181023597717,0.22841201722621918,0.24847577512264252,-0.13834945857524872,0.29462510347366333,-0.1748068779706955,0.0,hold(0),2.5666362047195435,4.5682403445243835,4.96951550245285,-0.3170736029712707,0.6752309987058431,-0.40062785350317026,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.7896142601966858,0.7880388498306274,0.7911896705627441,"[0.7911896705627441, 0.7880388498306274]",-0.020008375868201256,"[-0.03817120939493179, -0.020008375868201256, -0.046724092215299606]"
14,21754,False,policy,0.0,False,1.0,0.0,0.08200165629386902,0.24662309885025024,0.2641969621181488,-0.024110237136483192,0.21007263660430908,-0.17404209077358246,0.0,hold(0),1.6400331258773806,4.932461977005005,5.283939242362977,-0.05525659323920281,0.4814510187444945,-0.3988750903583616,0.0,0.0,,82.22640991210938,82.22640991210938,0.0,80.0,82.22640991210938,,,,hold_to_memory_or_latch,0.8024221658706665,0.7999800443649292,0.804864227771759,"[0.804864227771759, 0.7999800443649292]",-0.02507230080664158,"[-0.03865814954042435, -0.02507230080664158, -0.0478709414601326]"
