episode_local_step,global_step,had_intervene_action,action_source,reward,done,mask,grasp_penalty,a0,a1,a2,a3,a4,a5,a6,gripper_label,pos_dx_mm,pos_dy_mm,pos_dz_mm,rot_droll_deg,rot_dpitch_deg,rot_dyaw_deg,policy_a6,stored_before_a6,raw_intervene_a6,obs_gripper_feedback,next_obs_gripper_feedback,env_raw_action6,env_mapped_hw,env_feedback_before,env_feedback_after,env_mem_before,env_mem_after,env_map_reason,critic_q_mean,critic_q_min,critic_q_max,critic_qs,grasp_q_selected,grasp_qs
0,23197,False,policy,0.0,False,1.0,0.0,0.2827073633670807,0.24367588758468628,-0.02201163023710251,-0.24211686849594116,-0.1295880526304245,0.18970131874084473,0.0,hold(0),5.654147267341614,4.873517751693726,-0.4402326047420502,-0.5548909885496558,-0.2969939396417004,0.43476339727665564,0.0,0.0,,82.24047088623047,82.24047088623047,0.0,80.0,82.24047088623047,,,,hold_to_memory_or_latch,0.8549802303314209,0.8503831028938293,0.8595772981643677,"[0.8595772981643677, 0.8503831028938293]",-0.0396941713988781,"[-0.05438651889562607, -0.0396941713988781, -0.046457916498184204]"
1,23198,False,policy,0.0,False,1.0,0.0,0.15345020592212677,0.2870253622531891,-0.08427833020687103,-0.2431648075580597,-0.25227120518684387,-0.04072504863142967,0.0,hold(0),3.0690041184425354,5.740507245063782,-1.6855666041374207,-0.5572926879675073,-0.5781630139953983,-0.09333493628183799,0.0,0.0,,82.24047088623047,82.2545394897461,0.0,80.0,82.24047088623047,,,,hold_to_memory_or_latch,0.8660610914230347,0.8600640892982483,0.872058093547821,"[0.872058093547821, 0.8600640892982483]",-0.045232873409986496,"[-0.05833528935909271, -0.045232873409986496, -0.05038987845182419]"
2,23199,False,policy,0.0,False,1.0,0.0,0.21367786824703217,0.2746025323867798,-0.016066797077655792,-0.1876617670059204,-0.29806429147720337,0.1308126598596573,0.0,hold(0),4.273557364940643,5.492050647735596,-0.32133594155311584,-0.43008908901626575,-0.6831130370080378,0.29980053267355034,0.0,0.0,,82.2545394897461,82.2545394897461,0.0,80.0,82.2545394897461,,,,hold_to_memory_or_latch,0.8672922253608704,0.8622286319732666,0.8723558187484741,"[0.8723558187484741, 0.8622286319732666]",-0.04555639997124672,"[-0.05832325667142868, -0.04555639997124672, -0.05036593973636627]"
3,23200,False,policy,0.0,False,1.0,0.0,0.24041923880577087,0.1700611263513565,-0.029226182028651237,-0.12336182594299316,0.026738837361335754,0.2497478872537613,0.0,hold(0),4.8083847761154175,3.40122252702713,-0.5845236405730247,-0.282724479182439,0.06128090119565046,0.572379995277986,0.0,0.0,,82.2545394897461,82.2545394897461,0.0,80.0,82.2545394897461,,,,hold_to_memory_or_latch,0.8581850528717041,0.8511213660240173,0.8652487397193909,"[0.8652487397193909, 0.8511213660240173]",-0.043383125215768814,"[-0.0554109588265419, -0.043383125215768814, -0.04970256984233856]"
4,23201,False,policy,0.0,False,1.0,0.0,0.19760249555110931,0.21022607386112213,-0.14009514451026917,-0.060634005814790726,-0.2843256890773773,0.1988954097032547,0.0,hold(0),3.9520499110221867,4.2045214772224435,-2.8019028902053833,-0.13896290512636805,-0.6516264796513043,0.4558347016208743,0.0,0.0,,82.2545394897461,82.24047088623047,0.0,80.0,82.2545394897461,,,,hold_to_memory_or_latch,0.8610227108001709,0.8565331697463989,0.8655122518539429,"[0.8655122518539429, 0.8565331697463989]",-0.04175494983792305,"[-0.05328277498483658, -0.04175494983792305, -0.04781925678253174]"
5,23202,False,policy,0.0,False,1.0,0.0,0.06048230081796646,-0.1265498399734497,-0.2928793132305145,-0.2786424160003662,-0.10152456909418106,0.26363056898117065,0.0,hold(0),1.2096460163593292,-2.530996799468994,-5.8575862646102905,-0.6386013772059819,-0.2326771730392356,0.6041967581301438,0.0,0.0,,82.24047088623047,82.2545394897461,0.0,80.0,82.24047088623047,,,,hold_to_memory_or_latch,0.8732709884643555,0.8639082908630371,0.882633626461029,"[0.882633626461029, 0.8639082908630371]",-0.03159089758992195,"[-0.04440109431743622, -0.03159089758992195, -0.04009000584483147]"
6,23203,False,policy,0.0,False,1.0,0.0,0.1888517141342163,0.27847886085510254,-0.09086811542510986,-0.10590848326683044,0.046740394085645676,0.23013538122177124,0.0,hold(0),3.777034282684326,5.569577217102051,-1.8173623085021973,-0.2427243642328514,0.10712109255542929,0.52743144242567,0.0,0.0,,82.2545394897461,82.24047088623047,0.0,80.0,82.2545394897461,,,,hold_to_memory_or_latch,0.8697898983955383,0.8620954155921936,0.8774843811988831,"[0.8774843811988831, 0.8620954155921936]",-0.033099375665187836,"[-0.04518786817789078, -0.033099375665187836, -0.039575688540935516]"
7,23204,False,policy,0.0,False,1.0,0.0,-0.04715009033679962,0.17938750982284546,-0.20200280845165253,-0.2495381087064743,-0.19883114099502563,0.22765927016735077,0.0,hold(0),-0.9430018067359924,3.587750196456909,-4.0400561690330505,-0.5718992182623088,-0.4556874085914229,0.5217566139047108,0.0,0.0,,82.24047088623047,82.24047088623047,0.0,80.0,82.24047088623047,,,,hold_to_memory_or_latch,0.8832371234893799,0.8788901567459106,0.8875841498374939,"[0.8875841498374939, 0.8788901567459106]",-0.030563343316316605,"[-0.04327525943517685, -0.030563343316316605, -0.039285335689783096]"
8,23205,False,policy,0.0,False,1.0,0.0,0.16493819653987885,0.20203275978565216,-0.110354945063591,-0.2326880395412445,-0.20447896420955658,0.07120802998542786,0.0,hold(0),3.2987639307975773,4.040655195713043,-2.20709890127182,-0.5332817043554612,-0.46863126593656823,0.16319678342424115,0.0,0.0,,82.24047088623047,82.24047088623047,0.0,80.0,82.24047088623047,,,,hold_to_memory_or_latch,0.8755065202713013,0.8668649792671204,0.8841480612754822,"[0.8841480612754822, 0.8668649792671204]",-0.03256585821509361,"[-0.044949330389499664, -0.03256585821509361, -0.040988050401210785]"
9,23206,False,policy,0.0,False,1.0,0.0,0.193769633769989,0.22803544998168945,-0.20412465929985046,-0.17166413366794586,-0.16955441236495972,0.24556565284729004,0.0,hold(0),3.8753926753997803,4.560708999633789,-4.082493185997009,-0.3934252141177167,-0.3885900890533189,0.5627950200609779,0.0,0.0,,82.24047088623047,82.2545394897461,0.0,80.0,82.24047088623047,,,,hold_to_memory_or_latch,0.8821773529052734,0.8761183619499207,0.8882362842559814,"[0.8882362842559814, 0.8761183619499207]",-0.03174077719449997,"[-0.042093425989151, -0.03174077719449997, -0.03889346122741699]"
