episode_local_step,global_step,had_intervene_action,action_source,reward,done,mask,grasp_penalty,a0,a1,a2,a3,a4,a5,a6,gripper_label,pos_dx_mm,pos_dy_mm,pos_dz_mm,rot_droll_deg,rot_dpitch_deg,rot_dyaw_deg,policy_a6,stored_before_a6,raw_intervene_a6,obs_gripper_feedback,next_obs_gripper_feedback,env_raw_action6,env_mapped_hw,env_feedback_before,env_feedback_after,env_mem_before,env_mem_after,env_map_reason,critic_q_mean,critic_q_min,critic_q_max,critic_qs,grasp_q_selected,grasp_qs
0,9155,False,policy,0.0,False,1.0,0.0,-0.2313358336687088,0.18478652834892273,0.11103259772062302,-0.2732445001602173,-0.2672944664955139,0.22123679518699646,0.0,hold(0),-4.626716673374176,3.6957305669784546,2.2206519544124603,-0.6262302653736879,-0.6125937926957574,0.5070373854886041,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.7926812171936035,1.7901374101638794,1.795224905014038,"[1.795224905014038, 1.7901374101638794]",-0.01295554731041193,"[-0.07647918164730072, -0.01295554731041193, -0.05971749871969223]"
1,9156,False,policy,0.0,False,1.0,0.0,-0.25148576498031616,0.28289347887039185,0.25743627548217773,-0.146492600440979,-0.29435062408447266,0.28850337862968445,0.0,hold(0),-5.029715299606323,5.657869577407837,5.148725509643555,-0.335736309406576,-0.6746019382832851,0.6612010388298283,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.7738933563232422,1.7736847400665283,1.7741018533706665,"[1.7741018533706665, 1.7736847400665283]",-0.017048165202140808,"[-0.058346886187791824, -0.017048165202140808, -0.05193759500980377]"
2,9157,False,policy,0.0,False,1.0,0.0,-0.28075140714645386,0.2985158860683441,0.1731599122285843,-0.2968460023403168,-0.291982501745224,0.27853530645370483,0.0,hold(0),-5.615028142929078,5.970317721366882,3.4631982445716862,-0.6803209239772283,-0.6691746016669012,0.6383559002072114,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.777820110321045,1.775957703590393,1.7796823978424072,"[1.7796823978424072, 1.775957703590393]",-0.016648024320602417,"[-0.06296461820602417, -0.016648024320602417, -0.051970720291137695]"
3,9158,False,policy,0.0,False,1.0,0.0,-0.2878842353820801,0.28265491127967834,-0.08033624291419983,-0.28497111797332764,-0.23808763921260834,0.29423320293426514,0.0,hold(0),-5.757684707641602,5.653098225593567,-1.6067248582839966,-0.653105693719854,-0.545656675244636,0.6743328288299865,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.7663230895996094,1.763869047164917,1.7687772512435913,"[1.7687772512435913, 1.763869047164917]",-0.015252993442118168,"[-0.060401495546102524, -0.015252993442118168, -0.05177067220211029]"
4,9159,False,policy,0.0,False,1.0,0.0,-0.2109452486038208,0.2833854854106903,-0.13318262994289398,-0.18352939188480377,-0.29364311695098877,0.28043514490127563,0.0,hold(0),-4.218904972076416,5.667709708213806,-2.6636525988578796,-0.4206183828640719,-0.6729804513743239,0.6427100091993113,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.789882779121399,1.7887345552444458,1.791031002998352,"[1.791031002998352, 1.7887345552444458]",-0.01268021110445261,"[-0.06668850034475327, -0.01268021110445261, -0.05487719923257828]"
5,9160,False,policy,0.0,False,1.0,0.0,-0.26716506481170654,0.27303725481033325,-0.18443270027637482,-0.2809758484363556,-0.22182102501392365,0.28228119015693665,0.0,hold(0),-5.343301296234131,5.460745096206665,-3.6886540055274963,-0.6439492104204266,-0.5083763416225475,0.6469408332768922,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.7874548435211182,1.7864140272140503,1.788495659828186,"[1.788495659828186, 1.7864140272140503]",-0.011239268817007542,"[-0.06993944197893143, -0.011239268817007542, -0.06277015805244446]"
6,9161,False,policy,0.0,False,1.0,0.0,0.2155945748090744,0.28414326906204224,-0.06976673752069473,-0.28198662400245667,-0.29603201150894165,0.26154592633247375,0.0,hold(0),4.311891496181488,5.682865381240845,-1.3953347504138947,-0.6462657373793282,-0.6784553944092228,0.5994191091076115,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.7843209505081177,1.781920075416565,1.7867218255996704,"[1.781920075416565, 1.7867218255996704]",-0.012863137759268284,"[-0.0702885165810585, -0.012863137759268284, -0.05627085268497467]"
7,9162,False,policy,0.0,False,1.0,0.0,-0.2023574262857437,0.27464160323143005,0.21136485040187836,-0.15076997876167297,-0.27976152300834656,0.29599812626838684,0.0,hold(0),-4.047148525714874,5.492832064628602,4.227297008037568,-0.3455393384128368,-0.6411661815412132,0.6783777351583598,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.7876023054122925,1.7855395078659058,1.7896651029586792,"[1.7896651029586792, 1.7855395078659058]",-0.013422981835901737,"[-0.06872393935918808, -0.013422981835901737, -0.05385114252567291]"
8,9163,False,policy,0.0,False,1.0,0.0,-0.028823664411902428,0.04387631267309189,0.16103681921958923,-0.23479434847831726,-0.26119357347488403,0.24220781028270721,0.0,hold(0),-0.5764732882380486,0.8775262534618378,3.2207363843917847,-0.5381090088532593,-0.5986115758420409,0.5550994117721787,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.8109991550445557,1.8093398809432983,1.8126585483551025,"[1.8126585483551025, 1.8093398809432983]",-0.009733007289469242,"[-0.07349767535924911, -0.009733007289469242, -0.057940803468227386]"
9,9164,False,policy,0.0,False,1.0,0.0,-0.26185840368270874,0.14049392938613892,0.10645219683647156,-0.2733926475048065,-0.277944415807724,0.2749480903148651,0.0,hold(0),-5.237168073654175,2.8098785877227783,2.129043936729431,-0.6265697940773293,-0.6370016786004732,0.6301346064089424,0.0,0.0,,83.72821807861328,83.72821807861328,0.0,80.0,83.72821807861328,,,,hold_to_memory_or_latch,1.8021197319030762,1.7986034154891968,1.805635929107666,"[1.7986034154891968, 1.805635929107666]",-0.011799530126154423,"[-0.06919077038764954, -0.011799530126154423, -0.053542353212833405]"
