episode_local_step,global_step,had_intervene_action,action_source,reward,done,mask,grasp_penalty,a0,a1,a2,a3,a4,a5,a6,gripper_label,pos_dx_mm,pos_dy_mm,pos_dz_mm,rot_droll_deg,rot_dpitch_deg,rot_dyaw_deg,policy_a6,stored_before_a6,raw_intervene_a6,obs_gripper_feedback,next_obs_gripper_feedback,env_raw_action6,env_mapped_hw,env_feedback_before,env_feedback_after,env_mem_before,env_mem_after,env_map_reason,critic_q_mean,critic_q_min,critic_q_max,critic_qs,grasp_q_selected,grasp_qs
0,19331,False,policy,0.0,False,1.0,0.0,-0.017715346068143845,-0.21273626387119293,-0.25966140627861023,-0.10941743105649948,-0.17993953824043274,0.22837261855602264,0.0,hold(0),-0.35430692136287695,-4.254725277423859,-5.193228125572205,-0.2507662801880432,-0.4123910443483872,0.523391487984445,-1.0,-1.0,,82.34600830078125,82.0227279663086,-1.0,10.0,82.34600830078125,,,,close_event_to_close_cmd,0.9833662509918213,0.9749487638473511,0.9917837381362915,"[0.9917837381362915, 0.9749487638473511]",0.019720587879419327,"[0.028310831636190414, 0.019720587879419327, -0.018616411834955215]"
1,19332,False,policy,0.0,False,1.0,0.0,-0.27288663387298584,0.18469491600990295,-0.29516810178756714,-0.1805693805217743,-0.22190886735916138,-0.06719610095024109,0.0,hold(0),-5.457732677459717,3.693898320198059,-5.903362035751343,-0.4138345365275777,-0.5085776614483336,-0.1540021193673534,0.0,0.0,,82.0227279663086,80.31366729736328,0.0,10.0,82.0227279663086,,,,hold_to_memory_or_latch,0.9547332525253296,0.9521335363388062,0.9573329091072083,"[0.9573329091072083, 0.9521335363388062]",-0.023464906960725784,"[-0.028295833617448807, -0.023464906960725784, -0.04576091468334198]"
2,19333,False,policy,0.0,False,1.0,0.0,-0.15159979462623596,0.29080939292907715,-0.277961790561676,-0.15743055939674377,-0.22115890681743622,-0.1158367320895195,0.0,hold(0),-3.0319958925247197,5.816187858581543,-5.5592358112335205,-0.3608042647926817,-0.5068588784946458,-0.26547823445268387,0.0,0.0,,80.31366729736328,76.76681518554688,0.0,10.0,80.31366729736328,,,,hold_to_memory_or_latch,0.9554277658462524,0.952446699142456,0.9584088325500488,"[0.9584088325500488, 0.952446699142456]",-0.024151714518666267,"[-0.029554899781942368, -0.024151714518666267, -0.046654075384140015]"
3,19334,False,policy,0.0,False,1.0,0.0,-0.24375170469284058,-0.030525250360369682,-0.28124213218688965,-0.20066896080970764,-0.17405036091804504,-0.002692007226869464,0.0,hold(0),-4.8750340938568115,-0.6105050072073936,-5.624842643737793,-0.4598993813468947,-0.3988940441333084,-0.006169626100733479,0.0,0.0,,76.76681518554688,71.65031433105469,0.0,10.0,76.76681518554688,,,,hold_to_memory_or_latch,0.9478868842124939,0.9453814029693604,0.9503923654556274,"[0.9503923654556274, 0.9453814029693604]",-0.020301079377532005,"[-0.026134613901376724, -0.020301079377532005, -0.045608483254909515]"
4,19335,False,policy,0.0,False,1.0,0.0,-0.23906150460243225,0.26390644907951355,-0.2941669821739197,-0.22534896433353424,-0.28503456711769104,0.030540429055690765,0.0,hold(0),-4.781230092048645,5.278128981590271,-5.8833396434783936,-0.5164617829582252,-0.6532511084472836,0.06999350757639164,0.0,0.0,,71.65031433105469,64.85184478759766,0.0,10.0,71.65031433105469,,,,hold_to_memory_or_latch,0.9325723648071289,0.929604709148407,0.9355400204658508,"[0.9355400204658508, 0.929604709148407]",-0.015624451451003551,"[-0.02572726085782051, -0.015624451451003551, -0.04347313195466995]"
5,19336,False,policy,0.0,False,1.0,0.0,-0.25213390588760376,0.24183796346187592,-0.2918590307235718,-0.1233530268073082,-0.2541724443435669,0.18124857544898987,0.0,hold(0),-5.042678117752075,4.836759269237518,-5.8371806144714355,-0.2827043130489146,-0.5825203331764078,0.41539113663942356,0.0,0.0,,64.85184478759766,56.58686065673828,0.0,10.0,64.85184478759766,,,,hold_to_memory_or_latch,0.9232734441757202,0.919624924659729,0.9269219636917114,"[0.9269219636917114, 0.919624924659729]",-0.004137508105486631,"[-0.015503156930208206, -0.004137508105486631, -0.03786233440041542]"
6,19337,False,policy,0.0,False,1.0,0.0,-0.2809920310974121,0.23278716206550598,-0.27192258834838867,0.018866032361984253,-0.29676082730293274,0.016068125143647194,0.0,hold(0),-5.619840621948242,4.65574324131012,-5.438451766967773,0.04323776121995702,-0.6801257171707494,0.036825430216760956,0.0,0.0,,56.58686065673828,46.34383010864258,0.0,10.0,56.58686065673828,,,,hold_to_memory_or_latch,0.9200634360313416,0.9172976016998291,0.922829270362854,"[0.922829270362854, 0.9172976016998291]",-0.011557639576494694,"[-0.02056680992245674, -0.011557639576494694, -0.04231397435069084]"
7,19338,False,policy,0.0,False,1.0,0.0,-0.2842393219470978,0.2934824526309967,-0.2957114577293396,0.1902833878993988,-0.29300281405448914,-0.2209666669368744,0.0,hold(0),-5.684786438941956,5.869649052619934,-5.914229154586792,0.43609740152345083,-0.6715129852311468,-0.5064182971422342,0.0,0.0,,46.34383010864258,36.7751350402832,0.0,10.0,46.34383010864258,,,,hold_to_memory_or_latch,0.9079985022544861,0.9051469564437866,0.9108500480651855,"[0.9108500480651855, 0.9051469564437866]",-0.003998940344899893,"[-0.01936165615916252, -0.003998940344899893, -0.04059155657887459]"
8,19339,False,policy,0.0,False,1.0,-0.02,-0.22806285321712494,0.21945403516292572,-0.2359408587217331,0.2919119894504547,-0.22092066705226898,-0.27639126777648926,-1.0,close(-1),-4.561257064342499,4.389080703258515,-4.718817174434662,0.6690129993911387,-0.5063128731723949,-0.633442125514521,0.0,0.0,,36.7751350402832,28.158048629760742,0.0,10.0,36.7751350402832,,,,hold_to_memory_or_latch,0.887911319732666,0.8866832852363586,0.8891393542289734,"[0.8891393542289734, 0.8866832852363586]",-0.01344180479645729,"[-0.01344180479645729, 0.004152130801230669, -0.03705039620399475]"
9,19340,False,policy,0.0,False,1.0,0.0,0.026695095002651215,0.15842396020889282,-0.2917916178703308,0.2640272378921509,0.13537034392356873,-0.2689410448074341,0.0,hold(0),0.5339019000530243,3.1684792041778564,-5.835832357406616,0.6051058563086724,0.3102459751221967,-0.6163674722121895,0.0,0.0,,28.158048629760742,22.450626373291016,0.0,10.0,28.158048629760742,,,,hold_to_memory_or_latch,0.8870044350624084,0.8869481086730957,0.8870607614517212,"[0.8870607614517212, 0.8869481086730957]",0.006550359074026346,"[-0.014815974980592728, 0.006550359074026346, -0.03712793439626694]"
