i,global_step,source,reward,done,mask,grasp_penalty,action_absmax,action_saturation,gripper_action,gripper_label,action_dx,action_dy,action_dz,action_dr,action_dp,action_dyaw,action_dx_mm,action_dy_mm,action_dz_mm,action_dr_deg,action_dp_deg,action_dyaw_deg,saved_available,saved_dx,saved_dy,saved_dz,saved_dr,saved_dp,saved_dyaw,saved_dx_mm,saved_dy_mm,saved_dz_mm,saved_dr_deg,saved_dp_deg,saved_dyaw_deg,saved_minus_action_norm_absmax,saved_minus_action_norm_l2,saved_minus_action_pos_l2_mm,saved_minus_action_rot_l2_deg,live_available,live_dx,live_dy,live_dz,live_dr,live_dp,live_dyaw,live_dx_mm,live_dy_mm,live_dz_mm,live_dr_deg,live_dp_deg,live_dyaw_deg,live_minus_action_norm_absmax,live_minus_action_norm_l2,live_minus_action_pos_l2_mm,live_minus_action_rot_l2_deg,live_minus_saved_norm_absmax,live_minus_saved_norm_l2,live_minus_saved_pos_l2_mm,live_minus_saved_rot_l2_deg,saved_gripper_before,saved_gripper_after,live_gripper_before,live_gripper_after,env_mapped_hw,env_reason,env_feedback_before,env_mem_before,env_mem_after,critic_q_mean,critic_q_min,grasp_q_selected
86,86,vr,0.0,False,1.0,0.0,0.10124072432518005,False,0.0,hold(0),0.10124072432518005,0.00022649765014648438,0.02669990062713623,0.029298122972249985,0.012471451424062252,0.04384385794401169,2.0248146057128906,0.0045299530029296875,0.5339980125427246,0.06714634597301483,0.028582459315657616,0.10048271715641022,True,0.10124072432518005,0.00022649765014648438,0.02669990062713623,0.029298122972249985,0.012471451424062252,0.04384385794401169,2.0248146057128906,0.0045299530029296875,0.5339980125427246,0.06714634597301483,0.028582459315657616,0.10048271715641022,0.0,0.0,0.0,0.0,True,0.054695457220077515,0.010186433792114258,-0.01954883337020874,0.0037520993500947952,0.015523053705692291,0.027524011209607124,1.0939091444015503,0.20372867584228516,-0.3909766674041748,0.008599177934229374,0.035576216876506805,0.06308038532733917,0.04654526710510254,0.07302641123533249,1.3273444175720215,0.06982562690973282,0.04654526710510254,0.07302641123533249,1.3273444175720215,0.06982562690973282,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.8052314519882202,-1.2240445613861084,-0.3915674686431885
87,87,vr,0.0,False,1.0,0.0,0.146479532122612,False,0.0,hold(0),0.146479532122612,0.005218386650085449,0.04287883639335632,0.017462613061070442,0.010432817973196507,0.10273559391498566,2.9295907020568848,0.10436773300170898,0.8575767278671265,0.04002135992050171,0.02391025796532631,0.23545262217521667,True,0.146479532122612,0.005218386650085449,0.04287883639335632,0.017462613061070442,0.010432817973196507,0.10273559391498566,2.9295907020568848,0.10436773300170898,0.8575767278671265,0.04002135992050171,0.02391025796532631,0.23545262217521667,0.0,0.0,0.0,0.0,True,0.06020590662956238,0.02094060182571411,0.016132742166519165,0.021753353998064995,-0.011345568113029003,-0.010827000252902508,1.2041181325912476,0.4188120365142822,0.3226548433303833,0.04985501617193222,-0.026002125814557076,-0.024813657626509666,0.11356259137392044,0.14763079583644867,1.8336498737335205,0.2651914060115814,0.11356259137392044,0.14763079583644867,1.8336498737335205,0.2651914060115814,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.890819787979126,-1.290857195854187,-0.34457921981811523
88,88,vr,0.0,False,1.0,0.0,0.0980868935585022,False,0.0,hold(0),0.0980868935585022,-0.00785142183303833,0.03229975700378418,-0.025634581223130226,0.0015428264159709215,0.09463397413492203,1.961737871170044,-0.1570284366607666,0.6459951400756836,-0.058750130236148834,0.003535897471010685,0.21688507497310638,True,0.0980868935585022,-0.00785142183303833,0.03229975700378418,-0.025634581223130226,0.0015428264159709215,0.09463397413492203,1.961737871170044,-0.1570284366607666,0.6459951400756836,-0.058750130236148834,0.003535897471010685,0.21688507497310638,0.0,0.0,0.0,0.0,True,0.06988421082496643,0.0026538968086242676,-0.006540864706039429,-0.01939908228814602,0.011371869593858719,0.05098087340593338,1.3976842164993286,0.05307793617248535,-0.13081729412078857,-0.044459421187639236,0.02606240287423134,0.11683954298496246,0.04365310072898865,0.06674902141094208,0.9827200770378113,0.10354118049144745,0.04365310072898865,0.06674902141094208,0.9827200770378113,0.10354118049144745,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.5841299891471863,-0.7210400700569153,-0.7538224458694458
89,89,vr,0.0,False,1.0,0.0,0.1622118055820465,False,0.0,hold(0),0.1622118055820465,-0.0075757503509521484,0.05124583840370178,-0.07252772152423859,-0.009159643203020096,0.12894265353679657,3.2442359924316406,-0.15151500701904297,1.0249167680740356,-0.1662212759256363,-0.020992353558540344,0.2955147624015808,True,0.1622118055820465,-0.0075757503509521484,0.05124583840370178,-0.07252772152423859,-0.009159643203020096,0.12894265353679657,3.2442359924316406,-0.15151500701904297,1.0249167680740356,-0.1662212759256363,-0.020992353558540344,0.2955147624015808,0.0,0.0,0.0,0.0,True,0.059442222118377686,0.010910630226135254,0.012715160846710205,-0.019917523488402367,-0.03040287457406521,0.015250422060489655,1.1888444423675537,0.21821260452270508,0.2543032169342041,-0.045647598803043365,-0.06967825442552567,0.03495139256119728,0.11369223147630692,0.16891707479953766,2.2260231971740723,0.29120713472366333,0.11369223147630692,0.16891707479953766,2.2260231971740723,0.29120713472366333,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.7828505635261536,-0.9813709259033203,-0.7546874284744263
90,90,vr,0.0,False,1.0,0.0,0.15042871236801147,False,0.0,hold(0),0.15042871236801147,-0.01131892204284668,0.04292577505111694,-0.07098475098609924,-0.008711671456694603,0.05110020563006401,3.0085742473602295,-0.2263784408569336,0.8585155010223389,-0.1626850664615631,-0.019965678453445435,0.11711303889751434,True,0.15042871236801147,-0.01131892204284668,0.04292577505111694,-0.07098475843667984,-0.008711683563888073,0.051100198179483414,3.0085742473602295,-0.2263784408569336,0.8585155010223389,-0.1626850664615631,-0.019965706393122673,0.11711301654577255,1.210719347000122e-08,1.6050123008426453e-08,0.0,3.678416859997924e-08,True,0.06768405437469482,0.003962218761444092,-0.00403672456741333,-0.058426160365343094,0.04597624018788338,0.06882932037115097,1.3536810874938965,0.07924437522888184,-0.0807344913482666,-0.1339028924703598,0.10536976903676987,0.15774518251419067,0.08274465799331665,0.11290914565324783,1.9272433519363403,0.1348642259836197,0.08274465799331665,0.11290915310382843,1.9272433519363403,0.13486427068710327,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.6596877574920654,-0.7009315490722656,-1.0891238451004028
91,91,vr,0.0,False,1.0,0.0,0.1165829598903656,False,0.0,hold(0),0.1165829598903656,0.0030726194381713867,0.02211853861808777,0.0032731634564697742,0.03310729190707207,0.07005129754543304,2.3316593170166016,0.061452388763427734,0.44237077236175537,0.007501537911593914,0.07587632536888123,0.1605457365512848,True,0.1165829598903656,0.0030726194381713867,0.02211853861808777,0.0032731739338487387,0.03310730308294296,0.07005130499601364,2.3316593170166016,0.061452388763427734,0.44237077236175537,0.007501562125980854,0.07587634027004242,0.16054575145244598,1.1175870895385742e-08,1.7034867738630055e-08,0.0,3.9041040622578294e-08,True,0.10918974876403809,0.012801587581634521,0.022951513528823853,-0.011579497717320919,-0.07805740833282471,-0.05576805770397186,2.1837949752807617,0.25603175163269043,0.45903027057647705,-0.02653825283050537,-0.17889440059661865,-0.12781096994876862,0.1258193552494049,0.16899321973323822,0.24495406448841095,0.3862854242324829,0.1258193552494049,0.16899321973323822,0.24495406448841095,0.3862854540348053,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.9543168544769287,-1.036059021949768,-0.6096607446670532
92,92,vr,0.0,False,1.0,0.0,0.05959664657711983,False,0.0,hold(0),0.04995390772819519,-0.01792311668395996,0.008879601955413818,-0.0032869975548237562,0.021224066615104675,0.05959664657711983,0.9990781545639038,-0.3584623336791992,0.17759203910827637,-0.007533242926001549,0.04864197224378586,0.13658545911312103,True,0.04995390772819519,-0.01792311668395996,0.008879601955413818,-0.0032869975548237562,0.021224066615104675,0.05959664657711983,0.9990781545639038,-0.3584623336791992,0.17759203910827637,-0.007533242926001549,0.04864197224378586,0.13658545911312103,0.0,0.0,0.0,0.0,True,0.01172572374343872,0.019225478172302246,-0.028421729803085327,0.007890762761235237,0.10011465102434158,0.10535472631454468,0.23451447486877441,0.3845095634460449,-0.5684345960617065,0.018084296956658363,0.22944587469100952,0.24145524203777313,0.07889058440923691,0.11258450150489807,1.3011996746063232,0.21058009564876556,0.07889058440923691,0.11258450150489807,1.3011996746063232,0.21058009564876556,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.4101564884185791,-0.6503029465675354,-0.9281834363937378
93,93,vr,0.0,False,1.0,0.0,0.07813828438520432,False,0.0,hold(0),0.03227591514587402,-0.0017911195755004883,0.0025920569896698,0.008228661492466927,0.04828883707523346,0.07813828438520432,0.6455183029174805,-0.035822391510009766,0.051841139793395996,0.01885870285332203,0.11066985875368118,0.17907975614070892,True,0.03227591514587402,-0.0017911195755004883,0.0025920569896698,0.008228661492466927,0.04828883707523346,0.07813828438520432,0.6455183029174805,-0.035822391510009766,0.051841139793395996,0.01885870285332203,0.11066985875368118,0.17907975614070892,0.0,0.0,0.0,0.0,True,0.053048133850097656,-0.005792081356048584,0.01481175422668457,-0.012763232924044132,-0.08153775334358215,-0.07902321219444275,1.0609626770019531,-0.11584162712097168,0.2962350845336914,-0.02925117313861847,-0.1868707686662674,-0.18110784888267517,0.15716150403022766,0.20637866854667664,0.4885954260826111,0.46965956687927246,0.15716150403022766,0.20637866854667664,0.4885954260826111,0.46965956687927246,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.6162405014038086,-1.0427303314208984,-0.4542255401611328
94,94,vr,0.0,False,1.0,0.0,0.02156851999461651,False,0.0,hold(0),0.02022683620452881,-0.01424551010131836,0.001808255910873413,-0.02156851999461651,0.013355168513953686,0.020532047376036644,0.40453672409057617,-0.2849102020263672,0.03616511821746826,-0.04943140596151352,0.030607791617512703,0.047055985778570175,True,0.02022683620452881,-0.01424551010131836,0.001808255910873413,-0.02156851999461651,0.013355168513953686,0.020532047376036644,0.40453672409057617,-0.2849102020263672,0.03616511821746826,-0.04943140596151352,0.030607791617512703,0.047055985778570175,0.0,0.0,0.0,0.0,True,-0.00033602118492126465,0.033661723136901855,-0.03320872783660889,0.010609911754727364,0.09769182652235031,0.09165390580892563,-0.006720423698425293,0.6732344627380371,-0.6641745567321777,0.024316124618053436,0.2238931804895401,0.21005527675151825,0.08433666080236435,0.13096016645431519,1.2560451030731201,0.2633756101131439,0.08433666080236435,0.13096016645431519,1.2560451030731201,0.2633756101131439,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.5890491008758545,-1.0439788103103638,-0.8647382259368896
95,95,vr,0.0,False,1.0,0.0,0.012916150502860546,False,0.0,hold(0),0.010833144187927246,0.005130469799041748,0.003978610038757324,-0.0054006557911634445,0.0027333032339811325,0.012916150502860546,0.21666288375854492,0.10260939598083496,0.07957220077514648,-0.012377390637993813,0.0062642693519592285,0.02960163541138172,True,0.010833144187927246,0.005130469799041748,0.003978610038757324,-0.0054006557911634445,0.0027333032339811325,0.012916150502860546,0.21666288375854492,0.10260939598083496,0.07957220077514648,-0.012377390637993813,0.0062642693519592285,0.02960163541138172,0.0,0.0,0.0,0.0,True,0.04725158214569092,-0.015692412853240967,0.012395530939102173,-0.032501790672540665,-0.09004447609186172,-0.09643830358982086,0.9450316429138184,-0.31384825706481934,0.24791061878204346,-0.07448861002922058,-0.20636671781539917,-0.22102031111717224,0.10935445129871368,0.15208984911441803,0.855742871761322,0.33448633551597595,0.10935445129871368,0.15208984911441803,0.855742871761322,0.33448633551597595,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.6659001111984253,-1.029460072517395,-0.8842543363571167
96,96,vr,0.0,False,1.0,0.0,0.07408084720373154,False,0.0,hold(0),-0.01928657293319702,-0.003737211227416992,-0.010412931442260742,-0.0282486230134964,0.07408084720373154,0.0326363705098629,-0.38573145866394043,-0.07474422454833984,-0.20825862884521484,-0.06474107503890991,0.16978077590465546,0.07479704171419144,True,-0.01928657293319702,-0.003737211227416992,-0.010412931442260742,-0.0282486230134964,0.07408084720373154,0.0326363705098629,-0.38573145866394043,-0.07474422454833984,-0.20825862884521484,-0.06474107503890991,0.16978077590465546,0.07479704171419144,0.0,0.0,0.0,0.0,True,-0.028699636459350586,0.03943145275115967,-0.03179237246513367,0.005373621359467506,0.08391357958316803,0.06352128833532333,-0.5739927291870117,0.7886290550231934,-0.6358474493026733,0.012315433472394943,0.19231575727462769,0.14558006823062897,0.04316866397857666,0.06775128096342087,0.9816760420799255,0.10703160613775253,0.04316866397857666,0.06775128096342087,0.9816760420799255,0.10703160613775253,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.7469307780265808,-1.2182544469833374,-1.0801671743392944
97,97,vr,0.0,False,1.0,0.0,0.05145680159330368,False,0.0,hold(0),0.008901208639144897,-0.014449656009674072,-0.005090236663818359,-0.05145680159330368,0.03865819051861763,0.004542394075542688,0.17802417278289795,-0.28899312019348145,-0.10180473327636719,-0.11793030053377151,0.08859804272651672,0.010410400107502937,True,0.008901208639144897,-0.014449656009674072,-0.005090236663818359,-0.05145680904388428,0.03865816444158554,0.004542369395494461,0.17802417278289795,-0.28899312019348145,-0.10180473327636719,-0.11793030798435211,0.08859798312187195,0.01041034422814846,2.60770320892334e-08,3.666916370548279e-08,0.0,8.403952733715414e-08,True,0.02054274082183838,-0.01252591609954834,-0.0071048736572265625,-0.03324972465634346,-0.009535274468362331,-0.05799892544746399,0.4108548164367676,-0.2505183219909668,-0.14209747314453125,-0.07620275020599365,-0.021853236481547356,-0.13292373716831207,0.06254132091999054,0.08190732449293137,0.23940326273441315,0.18570232391357422,0.06254129111766815,0.08190728724002838,0.23940326273441315,0.18570223450660706,82.24047088623047,82.24047088623047,80.75497436523438,80.75497436523438,,,,,,-0.49612486362457275,-0.9380752444267273,-1.1106181144714355
98,98,actor,0.0,False,1.0,0.0,0.2999873459339142,False,0.0,hold(0),0.20548999309539795,0.006019070278853178,0.2999873459339142,-0.16819360852241516,0.28871214389801025,0.022056523710489273,4.109799861907959,0.12038139998912811,5.999746799468994,-0.3854713439941406,0.6616795063018799,0.05054982379078865,True,0.010317564010620117,-0.005334615707397461,-0.007826834917068481,-0.04401138797402382,0.008411175571382046,0.011921780183911324,0.20635128021240234,-0.10669231414794922,-0.15653669834136963,-0.10086666792631149,0.019276993349194527,0.027322707697749138,0.30781418085098267,0.4765116274356842,7.293031215667725,0.7030080556869507,True,0.01435801386833191,0.028440356254577637,-0.01762881875038147,-0.008377707563340664,0.03067702054977417,0.013472923077642918,0.2871602773666382,0.5688071250915527,-0.3525763750076294,-0.019200289621949196,0.07030654698610306,0.03087766468524933,0.31761616468429565,0.4796989858150482,7.427359580993652,0.6958903670310974,0.03563367947936058,0.05496440455317497,0.7079979777336121,0.09636415541172028,82.24047088623047,81.95960998535156,80.75497436523438,80.75497436523438,,,,,,-0.5924749970436096,-1.0071418285369873,-0.8125097155570984
99,99,actor,0.0,False,1.0,0.0,0.2947408854961395,False,0.0,hold(0),0.2719688415527344,-0.06216759979724884,-0.2947408854961395,-0.053108733147382736,-0.13651828467845917,-0.19839395582675934,5.4393768310546875,-1.243351936340332,-5.894817352294922,-0.12171624600887299,-0.3128768503665924,-0.45468541979789734,True,0.042811036109924316,0.016567111015319824,0.029425323009490967,0.007468789350241423,0.018874354660511017,0.042056865990161896,0.8562207221984863,0.3313422203063965,0.5885064601898193,0.017117204144597054,0.04325683042407036,0.09638723731040955,0.3241662085056305,0.49942895770072937,8.094347953796387,0.6706616282463074,True,0.07705762982368469,0.03032088279724121,0.08333772420883179,0.04841446131467819,0.04636607691645622,0.013348684646189213,1.5411525964736938,0.6064176559448242,1.6667544841766357,0.11095776408910751,0.10626322031021118,0.03059293143451214,0.3780786097049713,0.5273296236991882,8.706042289733887,0.6821368336677551,0.05391240119934082,0.08674702048301697,1.3066816329956055,0.13078510761260986,81.95960998535156,80.40313720703125,80.75497436523438,80.75497436523438,,,,,,-0.432847261428833,-0.4477829039096832,-1.189865231513977
100,100,actor,0.0,False,1.0,0.0,0.29883265495300293,False,0.0,hold(0),0.26849082112312317,0.10611074417829514,0.29883265495300293,-0.17000840604305267,0.09999173134565353,-0.13005481660366058,5.369816303253174,2.1222147941589355,5.976653099060059,-0.3896305561065674,0.22916415333747864,-0.2980636656284332,True,0.0707387924194336,0.006760656833648682,0.04481226205825806,-0.035297371447086334,0.05811138078570366,-0.11029578000307083,1.4147758483886719,0.13521313667297363,0.8962452411651611,-0.08089561015367508,0.13318146765232086,-0.2527793049812317,0.2540203928947449,0.36577877402305603,6.738031387329102,0.3264668583869934,True,0.04106387495994568,-0.03784894943237305,-0.008932501077651978,-0.11902647465467453,0.07481446862220764,-0.13674762845039368,0.8212774991989136,-0.7569789886474609,-0.17865002155303955,-0.27278855443000793,0.17146211862564087,-0.3134024739265442,0.3077651560306549,0.41284942626953125,8.177207946777344,0.1312129944562912,0.0837291032075882,0.11725345253944397,1.5177769660949707,0.20484992861747742,80.40313720703125,76.92398834228516,80.75497436523438,80.75497436523438,,,,,,-0.5202749967575073,-0.5916495323181152,-1.1269701719284058
101,101,actor,0.0,False,1.0,0.0,0.2996675670146942,False,0.0,hold(0),0.26353442668914795,0.1317034661769867,0.29957032203674316,-0.17925241589546204,0.2996675670146942,0.01001380942761898,5.270688533782959,2.6340692043304443,5.991406440734863,-0.4108162522315979,0.686787486076355,0.022949958220124245,True,0.07115602493286133,0.043170154094696045,0.03228336572647095,-0.030086932703852654,0.049351371824741364,-0.05029207095503807,1.4231204986572266,0.8634030818939209,0.645667314529419,-0.06895416975021362,0.11310500651597977,-0.11526093631982803,0.2672869563102722,0.4525872766971588,6.820261001586914,0.6819702982902527,True,0.09608641266822815,0.09102374315261841,0.06642714142799377,0.061115868389606476,0.013842199929058552,-0.07175915688276291,1.921728253364563,1.8204748630523682,1.3285428285598755,0.14006724953651428,0.0317239835858345,-0.16445986926555634,0.28582537174224854,0.47980132699012756,5.798255443572998,0.876186728477478,0.09120280295610428,0.11881488561630249,1.277072787284851,0.22963747382164001,76.92398834228516,70.38553619384766,80.75497436523438,80.75497436523438,,,,,,-0.5443013906478882,-0.8903877139091492,-1.2170495986938477
102,102,actor,0.0,False,1.0,0.0,0.24133367836475372,False,0.0,hold(0),0.185145765542984,0.11181555688381195,-0.10225363820791245,-0.18452045321464539,0.24133367836475372,-0.040130116045475006,3.7029151916503906,2.236311197280884,-2.045072555541992,-0.42288970947265625,0.5530959963798523,-0.09197144210338593,True,0.09010359644889832,0.016641616821289062,0.08922740817070007,-0.130097895860672,0.04919638857245445,0.01645289547741413,1.8020719289779663,0.33283233642578125,1.7845481634140015,-0.29816240072250366,0.11274980753660202,0.03770725429058075,0.19213728606700897,0.31278789043426514,4.680003643035889,0.47568708658218384,True,0.07845386862754822,0.01850426197052002,0.09298473596572876,-0.1596270501613617,0.09200618416070938,0.029324419796466827,1.5690773725509644,0.3700852394104004,1.8596947193145752,-0.3658382296562195,0.2108626365661621,0.06720661371946335,0.1952383816242218,0.2931731343269348,4.825274467468262,0.3817279040813446,0.04280979558825493,0.05498753488063812,0.2476312667131424,0.12278580665588379,70.38553619384766,63.21946716308594,80.75497436523438,80.75497436523438,,,,,,-0.637076735496521,-0.9267092943191528,-0.8960875272750854
103,103,actor,0.0,False,1.0,0.0,0.2988955080509186,False,0.0,hold(0),0.23957951366901398,0.25494715571403503,0.2988955080509186,-0.19583339989185333,0.2471669465303421,-0.2440393716096878,4.791590213775635,5.09894323348999,5.977910041809082,-0.44881707429885864,0.566464900970459,-0.5592970252037048,True,0.03144517540931702,0.021935999393463135,0.029420852661132812,-0.07988516241312027,0.12067806720733643,-0.07684902101755142,0.6289035081863403,0.4387199878692627,0.5884170532226562,-0.18308329582214355,0.2765737473964691,-0.17612497508525848,0.26947465538978577,0.4771024286746979,8.25180435180664,0.5490647554397583,True,-0.009537488222122192,-0.09433329105377197,-0.021328777074813843,-0.45760950446128845,0.22397209703922272,-0.018759239464998245,-0.19074976444244385,-1.8866658210754395,-0.42657554149627686,-1.048763632774353,0.513306200504303,-0.042993009090423584,0.349280446767807,0.6375073194503784,10.707001686096191,0.7933042049407959,0.3777243494987488,0.4177241027355194,2.6663572788238525,0.907286524772644,63.21946716308594,54.67096710205078,80.75497436523438,80.75497436523438,,,,,,-0.500442624092102,-0.7051108479499817,-0.9524651169776917
104,104,actor,0.0,False,1.0,0.0,0.2703520953655243,False,0.0,hold(0),0.18771956861019135,0.020138021558523178,-0.049538061022758484,-0.2004334181547165,0.2703520953655243,-0.22051796317100525,3.7543914318084717,0.40276041626930237,-0.9907612204551697,-0.4593595266342163,0.6196013689041138,-0.5053898692131042,True,-0.005108863115310669,0.03473460674285889,-0.033973902463912964,-0.047379497438669205,0.19220975041389465,-0.1253279596567154,-0.10217726230621338,0.6946921348571777,-0.6794780492782593,-0.10858580470085144,0.4405122697353363,-0.287230521440506,0.19282843172550201,0.2760995626449585,3.880108594894409,0.45023176074028015,True,0.08704513311386108,0.13845860958099365,0.08667483925819397,0.0792931467294693,0.01375347189605236,-0.10510014742612839,1.7409026622772217,2.769172191619873,1.7334967851638794,0.18172650039196014,0.03152063488960266,-0.24087178707122803,0.2797265648841858,0.44732552766799927,4.132266044616699,0.9092854857444763,0.17845627665519714,0.286546528339386,3.6773438453674316,0.5036908984184265,54.67096710205078,44.776641845703125,80.75497436523438,80.75497436523438,,,,,,-0.2279030680656433,-0.5461495518684387,-0.5624251365661621
105,105,actor,0.0,False,1.0,0.0,0.29634544253349304,False,0.0,hold(0),0.10433641821146011,0.2305494248867035,0.29634544253349304,-0.15035244822502136,-0.2807878255844116,-0.18464085459709167,2.08672833442688,4.610988140106201,5.92690896987915,-0.3445824384689331,-0.6435182690620422,-0.4231656491756439,True,0.09272843599319458,0.03876239061355591,0.07707327604293823,-0.14610080420970917,-0.008570721372961998,-0.039146486669778824,1.8545687198638916,0.7752478122711182,1.5414655208587646,-0.3348383605480194,-0.019642645493149757,-0.08971713483333588,0.2722170948982239,0.42460116744041443,5.830859184265137,0.7074628472328186,True,0.11583715677261353,-0.005157291889190674,0.050774216651916504,-0.2780262529850006,0.01651543192565441,-0.11101952195167542,2.3167431354522705,-0.10314583778381348,1.01548433303833,-0.6371891498565674,0.037850577384233475,-0.25443798303604126,0.2973032593727112,0.4755050837993622,6.811611652374268,0.7604941129684448,0.13192544877529144,0.16233904659748077,1.1233150959014893,0.34907659888267517,44.776641845703125,35.466033935546875,80.75497436523438,80.75497436523438,,,,,,-0.3411547541618347,-0.6174513697624207,-0.607086181640625
106,106,actor,0.0,False,1.0,-0.02,0.2949215769767761,False,-1.0,close(-1),0.09551045298576355,0.2949215769767761,0.2005852907896042,-0.2358606904745102,0.04623173177242279,-0.13358306884765625,1.910209059715271,5.898431301116943,4.01170539855957,-0.5405528545379639,0.10595531761646271,-0.30614984035491943,True,0.0065386295318603516,-0.06896406412124634,-0.0034578144550323486,-0.2978784441947937,0.012582095339894295,-0.06256759911775589,0.13077259063720703,-1.3792812824249268,-0.06915628910064697,-0.6826870441436768,0.02883603796362877,-0.1433943659067154,0.36388564109802246,0.4381598234176636,8.531408309936523,0.229431614279747,True,-0.06414353847503662,0.018243491649627686,-0.019913911819458008,-0.09178509563207626,0.039455730468034744,-0.09322544187307358,-1.2828707695007324,0.3648698329925537,-0.39827823638916016,-0.2103559374809265,0.09042587131261826,-0.2136569619178772,0.27667808532714844,0.41604384779930115,7.762990474700928,0.3432580828666687,0.20609334111213684,0.23876449465751648,2.269090414047241,0.48148396611213684,35.466033935546875,28.403156280517578,80.75497436523438,80.43756103515625,,,,,,-0.23335009813308716,-0.913448691368103,0.8812025189399719
107,107,actor,0.0,False,1.0,0.0,0.2945147156715393,False,0.0,hold(0),0.22446981072425842,0.25639668107032776,0.26606932282447815,-0.1353003829717636,-0.2945147156715393,-0.08697745203971863,4.489396095275879,5.127933502197266,5.321386337280273,-0.31008559465408325,-0.6749779582023621,-0.19933761656284332,True,0.005169957876205444,0.15019625425338745,0.027715414762496948,0.10520349442958832,-0.04593752324581146,-0.054451197385787964,0.10339915752410889,3.003925085067749,0.554308295249939,0.24110862612724304,-0.1052810326218605,-0.12479294091463089,0.24857719242572784,0.486697256565094,6.817141532897949,0.7961950302124023,True,0.056415051221847534,0.13158470392227173,0.061902403831481934,0.06832773238420486,-0.053923655301332474,0.0018143890192732215,1.1283010244369507,2.6316940784454346,1.2380480766296387,0.1565956175327301,-0.12358390539884567,0.004158273339271545,0.24059106409549713,0.43901827931404114,5.848232269287109,0.7504913806915283,0.056265585124492645,0.09343776851892471,1.2870430946350098,0.15526063740253448,28.403156280517578,21.693145751953125,80.43756103515625,77.70650482177734,,,,,,-0.2144002616405487,-0.728212296962738,-0.7848324775695801
108,108,actor,0.0,False,1.0,0.0,0.27989843487739563,False,0.0,hold(0),0.10451080650091171,0.27989843487739563,-0.2480541616678238,-0.24351663887500763,-0.2767484486103058,-0.25577378273010254,2.0902161598205566,5.597968578338623,-4.96108341217041,-0.5580989718437195,-0.6342606544494629,-0.5861902832984924,True,0.0818200409412384,0.11484473943710327,0.05848705768585205,-0.043046899139881134,-0.06038472801446915,-0.02220373973250389,1.636400818824768,2.2968947887420654,1.169741153717041,-0.09865622967481613,-0.13839158415794373,-0.05088721960783005,0.30654120445251465,0.513109564781189,6.977824687957764,0.8622779250144958,True,0.12083128094673157,0.10347515344619751,0.1359805464744568,-0.23202134668827057,-0.1523103415966034,-0.08174406737089157,2.416625499725342,2.06950306892395,2.7196109294891357,-0.5317537188529968,-0.3490695655345917,-0.18734359741210938,0.3840346932411194,0.4741070568561554,8.458703994750977,0.4910261929035187,0.18897444009780884,0.23529364168643951,1.750015377998352,0.5005785822868347,21.693145751953125,17.79953384399414,77.70650482177734,72.74004364013672,,,,,,-0.49484366178512573,-0.9817949533462524,-0.8637059926986694
109,109,actor,0.0,False,1.0,0.0,0.29974907636642456,False,0.0,hold(0),0.2099604308605194,0.26492956280708313,0.29974907636642456,-0.10464145243167877,-0.21597141027450562,-0.285302996635437,4.199208736419678,5.298591136932373,5.99498176574707,-0.23982053995132446,-0.4949699938297272,-0.6538662910461426,True,0.060755759477615356,-0.05211979150772095,0.009734183549880981,-0.3844849765300751,-0.10417750477790833,-0.08295470476150513,1.2151151895523071,-1.042395830154419,0.19468367099761963,-0.8811746835708618,-0.23875722289085388,-0.19011816382408142,0.3170493543148041,0.5819330215454102,9.097053527832031,0.8318908214569092,True,0.04955604672431946,0.060074031352996826,-0.010047852993011475,-0.1341555267572403,-0.12129739671945572,-0.0739951804280281,0.9911209344863892,1.2014806270599365,-0.2009570598602295,-0.30746179819107056,-0.2779931426048279,-0.1695844531059265,0.30979692935943604,0.4670703709125519,8.091217041015625,0.534960925579071,0.2503294348716736,0.27593913674354553,2.289473056793213,0.5754193663597107,17.79953384399414,17.755205154418945,72.74004364013672,64.83698272705078,,,,,,-0.4630735516548157,-0.891375720500946,-0.6664397716522217
